District,Police Station,Year,FIR No.,Registration Date,FIR No,Sections,Address,Crime_Section,Latitude,Longitude
THANE CITY,BHOIWADA,2024,642,28/08/2024 03:25:12,0642/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 137(2) ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,641,25/08/2024 22:22:59,0641/2024,"मोटरवाहन अधिनियम, १९८८  - 184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(a),125(b),281 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,640,24/08/2024 16:13:35,0640/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 118(1),352 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,639,22/08/2024 19:51:43,0639/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 118(1) ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,638,22/08/2024 16:24:20,0638/2024,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a) ;","La Martiniere School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,637,18/08/2024 01:37:29,0637/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ; भारतीय न्याय संहिता (बी एन एस), 2023 - 351(2),352 ;","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,636,16/08/2024 22:04:57,0636/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 137(2) ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,635,11/08/2024 21:58:38,0635/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,634,11/08/2024 11:31:47,0634/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 3(5),309(6) ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,633,11/08/2024 01:36:26,0633/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 115,118(1),351(2),352 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,632,09/08/2024 19:50:34,0632/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,631,09/08/2024 01:06:28,0631/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 305(a) ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,630,07/08/2024 02:50:31,0630/2024,"सिगारेट आणि इतर तंबाखू उत्पादने (जाहिरातीस प्रतिबंध आणि व्यापार व वाणिज्य व्यवहार आणि उत्पादन, पुरवठा व वितरण यांचे विनियमन) अधिनियम, २००३ - 21,4 ;","La Martiniere School Road, BHOIWADA",Tobacco Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,629,06/08/2024 21:07:02,0629/2024,"औषधीद्रव्य व सौंदर्यप्रसाधन अधिनियम, १९४० - 18(c) ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,628,03/08/2024 23:42:49,0628/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","Next to Mall, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,627,03/08/2024 23:27:00,0627/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","The Doon School School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,626,03/08/2024 20:49:50,0626/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Next to Mall, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,625,02/08/2024 20:09:19,0625/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27,8(c) ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,597,08/07/2024 03:34:33,0597/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 115,118(1),3(5),324(4),352 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,713,01/11/2024 18:46:49,0713/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,142,37(1) ;","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,712,01/11/2024 13:45:23,0712/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2) ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,711,31/10/2024 21:59:25,0711/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","Next to Mall, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,710,31/10/2024 21:01:36,0710/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","The Doon School School Road, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,709,31/10/2024 14:57:39,0709/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,707,30/10/2024 20:14:32,0707/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,706,29/10/2024 23:50:07,0706/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,705,29/10/2024 17:51:10,0705/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Next to Mall, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,704,29/10/2024 17:10:11,0704/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,142,37(1) ;","The Doon School School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,703,28/10/2024 20:38:43,0703/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,702,27/10/2024 00:29:02,0702/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","La Martiniere School Road, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,701,26/10/2024 23:33:40,0701/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","The Doon School School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,700,26/10/2024 19:37:10,0700/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,698,24/10/2024 18:19:12,0698/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 137(2) ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,697,24/10/2024 04:01:41,0697/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","The Doon School School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,696,24/10/2024 02:43:48,0696/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","Next to Mall, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,695,24/10/2024 02:10:41,0695/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,142,37(1) ;","The Doon School School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,694,24/10/2024 01:53:30,0694/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,693,24/10/2024 01:41:33,0693/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Next to Mall, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,692,23/10/2024 02:17:43,0692/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Next to Mall, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,690,22/10/2024 13:59:57,0690/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,689,22/10/2024 12:54:54,0689/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","Next to Mall, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,691,22/10/2024 04:01:39,0691/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;","The Doon School School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,688,21/10/2024 01:16:19,0688/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 305(a) ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,687,20/10/2024 18:59:30,0687/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 305(a),331(3) ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,686,19/10/2024 03:22:20,0686/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 137(2) ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,685,18/10/2024 21:34:35,0685/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(e) ;","La Martiniere School Road, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,684,18/10/2024 13:30:36,0684/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,683,16/10/2024 20:27:23,0683/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,682,16/10/2024 18:27:51,0682/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 115(2),118(1),351 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,681,16/10/2024 02:14:00,0681/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 115(2),118(1),352 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,680,14/10/2024 21:07:00,0680/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,679,13/10/2024 22:33:48,0679/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,678,13/10/2024 22:17:59,0678/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","The Doon School School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,677,11/10/2024 21:11:27,0677/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,676,11/10/2024 18:57:24,0676/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,675,09/10/2024 20:05:11,0675/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","The Doon School School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,674,08/10/2024 20:09:44,0674/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,673,05/10/2024 19:38:33,0673/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,672,04/10/2024 21:43:19,0672/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,671,04/10/2024 20:50:47,0671/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 196,299,302 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,670,02/10/2024 17:29:21,0670/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५  - 27 ;","The Doon School School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,669,02/10/2024 17:06:33,0669/2024,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a) ;","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,667,01/10/2024 13:52:07,0667/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,666,30/09/2024 12:55:06,0666/2024,"मोटरवाहन अधिनियम, १९८८  - 184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 106(1),125(a),125(b),281 ;","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,665,28/09/2024 20:43:46,0665/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,664,26/09/2024 20:58:47,0664/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,663,26/09/2024 02:16:15,0663/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 115(2),118(1),352 ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,662,24/09/2024 22:47:06,0662/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 196,299,302,352,353(1)(c) ;","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,661,24/09/2024 20:14:40,0661/2024,"भारतीय नागरिक सुरक्षा संहिता (बी एन एस एस), 2023 - 69 ;","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
District,Police Station,Year,FIR No.,Registration Date,FIR No,Sections,"Kashi Vishwanath Temple Road, Police Station",Other,,
THANE CITY,BHOIWADA,2024,844,30/12/2024 13:51:02,0844/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,843,30/12/2024 03:33:14,0843/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 137(2)","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,842,29/12/2024 00:14:49,0842/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५ - 27","Next to Mall, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,841,28/12/2024 18:28:04,0841/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,840,28/12/2024 17:34:03,0840/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,839,28/12/2024 13:51:34,0839/2024,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(a)","Next to Mall, BHOIWADA",Prohibition Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,838,27/12/2024 14:10:45,0838/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,837,26/12/2024 17:07:37,0837/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,836,26/12/2024 16:14:33,0836/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,835,25/12/2024 15:13:39,0835/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,834,25/12/2024 02:22:57,0834/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 123,223,274,275,3(5)","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,833,24/12/2024 19:16:25,0833/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,832,24/12/2024 03:37:47,0832/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2),324(4),326(c)","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,831,24/12/2024 03:27:35,0831/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2),324(4),326(c)","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,830,24/12/2024 03:06:55,0830/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 303(2),324(4),326(c)","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,829,23/12/2024 22:23:46,0829/2024,"गुंगीकारक औषधीदव्‍य आणि मनोव्‍यापारावर परिणाम करणारे प्रदार्थ अधिनियम, १९८५ - 27","La Martiniere School Road, BHOIWADA",Drug Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,828,23/12/2024 20:43:30,0828/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,827,23/12/2024 18:17:54,0827/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,826,23/12/2024 17:02:46,0826/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 33(1)(db); महाराष्ट्र मालमत्ता विरूपणास प्रतिबंध अधिनियम १९९५ - 3","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,825,23/12/2024 16:47:16,0825/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 33(1)(db); महाराष्ट्र मालमत्ता विरूपणास प्रतिबंध अधिनियम १९९५ - 3","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,824,23/12/2024 16:36:23,0824/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 33(1)(db); महाराष्ट्र मालमत्ता विरूपणास प्रतिबंध अधिनियम १९९५ - 3","La Martiniere School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,823,23/12/2024 16:20:21,0823/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 33(1)(db); महाराष्ट्र मालमत्ता विरूपणास प्रतिबंध अधिनियम १९९५ - 3","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,822,23/12/2024  Lill15:29:28,0822/2024,"महाराष्ट्र पोलीस अधिनियम, १९५१ - 33(1)(db); महाराष्ट्र मालमत्ता विरूपणास प्रतिबंध अधिनियम १९९५ - 3","La Martiniere School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,821,21/12/2024 20:47:32,0821/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,820,21/12/2024 17:40:23,0820/2024,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a)","Next to Mall, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,818,20/12/2024 20:04:40,0818/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","The Doon School School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,817,19/12/2024 18:23:28,0817/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,816,19/12/2024 01:59:41,0816/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,815,18/12/2024 20:46:54,0815/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 285","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,814,18/12/2024 18:45:25,0814/2024,महाराष्ट्र प्रादेशिक नियोजन नगररचना अधिनियम १९६६ - 52,"Next to Mall, BHOIWADA",Land/Property Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,813,17/12/2024 18:46:26,0813/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","Next to Mall, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,812,16/12/2024 19:43:42,0812/2024,"भारतीय न्याय संहिता (बी एन एस), 2023 - 287","La Martiniere School Road, BHOIWADA",Bharatiya Nyaya Sanhita Offense,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,811,16/12/2024 17:09:44,0811/2024,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a)","The Doon School School Road, BHOIWADA",Law Enforcement Obstruction,19.0905199171336,72.79421689990727
THANE CITY,BHOIWADA,2024,810,15/12/2024 02:40:18,0810/2024,महाराष्ट्र प्रादेशिक नियोजन नगररचना अधिनियम १९६६ - 52,"The Doon School School Road, BHOIWADA",Land/Property Offense,19.0905199171336,72.79421689990727
